Student Number,Female,socioeconomicstrata_round1,children5years_r1,everhadsex_r1,howmanysexpartners_r1,usedrythm_pregn_r1,usedpill_pregn_r1,usedinjection_pregn_r1,usedIUD_pregn_r1,usedcondom_pregn_r1,usedwithdraw_pregn_r1,usedemergency_pregn_r1,usedother_pregn_r1,rythmsafest_pregnancy_r1,pillsafest_pregnancy_r1,injectionsafest_pregnancy_r1,hygienesafest_pregnancy_r1,condomsafest_pregnancy_r1,withdrawalsafest_pregnancy_r1,emergencypsafest_pregnancy_r1,abstinencesafest_pregnancy_r1,other_pregnancy_r1,whichone_pregnancy_r1,dontknow_pregnancy_r1,peopleathome_r1,motherliveathome_r1,educationmother_r1,fatherliveathome_r1,educationfather_r1,whichone1_r1
158,Female,1,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,Yes,5,Yes,College,Yes,Elementary School,INYECCION
159,Female,3,No answer,Yes,1 person,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,,No,3,Yes,High School,Yes,High School,INYECCION
160,Female,3,No,Yes,1 person,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,,No,6,Yes,High School,No,Elementary School,ABSTENCION
161,Male,3,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,,No,9,Yes,High School,No,No answer,IMPLANTE SUBDERMIDO
162,Female,4,No answer,Yes,2-5 people,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,,No,5,Yes,High School,No,University,INYECCION
165,Female,3,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,,No,6,Yes,University,Yes,High School,PLANIFICAR
166,Female,3,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,4,Yes,High School,Yes,High School,PASTILLAS ANTICONCEPTIVAS
167,Male,I don't know,No,Yes,1 person,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,,No,6,Yes,High School,Yes,University,INYECCION
168,Male,3,I don't know,Yes,1 person,No,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,5,Yes,High School,Yes,High School,IMPLANTE SUBDERMIDO
169,Male,I don't know,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,9,Yes,University,Yes,High School,NO SE
170,Male,I don't know,Yes,Yes,2-5 people,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,4,No,High School,Is dead,No answer,PASTILLAS ANTICONCEPTIVAS
171,Female,3,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,,No,4,Yes,High School,Yes,High School,CONDON
172,Female,3,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,5,Yes,High School,No answer,No answer,PASTILLAS ANTICONCEPTIVAS
173,Female,I don't know,No answer,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,10,Yes,Elementary School,I don't have any,No answer,ABSTENCION
174,Male,3,No answer,Yes,1 person,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,,No,4,Yes,College,Yes,High School,PROTEGERSE
175,Female,3,I don't know,No,No answer,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,,No,10,Yes,High School,Yes,High School,ABSTENCION
176,Female,3,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,,No,3,Yes,High School,Yes,High School,CONDON
177,Female,3,No,Yes,For the last six months I have not had sexual relations,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,,No,5,Yes,No answer,No,High School,DISPOSITIVO INTRAUTERINO
178,Male,3,Yes,Yes,For the last six months I have not had sexual relations,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,,No,12,Yes,Postgraduate,Yes,Elementary School,CONDON
179,Female,3,Yes,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,,No,6,Yes,High School,Yes,Elementary School,CONDON
180,Female,3,No,Yes,1 person,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,,No,4,Yes,High School,Yes,High School,CONDON
181,Male,3,No,Yes,For the last six months I have not had sexual relations,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,,No,5,Yes,High School,Yes,High School,CONDON
182,Male,3,I don't know,Yes,1 person,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,,No,5,Yes,High School,Invalid answer,University,CONDON
183,Female,3,Yes,Yes,1 person,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,,No,5,Yes,High School,Yes,Elementary School,CONDON
184,Female,3,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,4,Yes,Elementary School,Yes,Elementary School,OPERACION
185,Male,I don't know,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,DISPOSITIVO,No,10,Yes,Elementary School,No,Elementary School,DISPOSITIVO INTRAUTERINO
187,Male,I don't know,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,No,5,Yes,High School,Yes,Elementary School,CONDON
188,Male,3,Yes,Yes,2-5 people,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,44,Yes,None,Yes,None,CONDON
189,Female,1,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,,No,7,Yes,No answer,No,No answer,METODOS ANTICONCEPTIVOS
191,Female,3,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,No,9,Yes,None,Yes,None,ABSTENCION
192,Male,1,Yes,Yes,1 person,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No,,No,5,Yes,Elementary School,Yes,None,CONDON
193,Male,3,I don't know,Yes,2-5 people,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,,No,8,Yes,Elementary School,No,High School,PASTILLAS ANTICONCEPTIVAS
194,Male,1,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,,No,5,Yes,High School,Yes,Elementary School,CONDON
195,Male,2,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,,No,10,Yes,Elementary School,No,High School,CONDON
196,Male,1,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,,No,4,Yes,Postgraduate,No answer,No answer,CONDON
197,Female,3,I don't know,Yes,1 person,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,9,Yes,High School,No,University,PASTILLAS ANTICONCEPTIVAS
199,Male,I don't know,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,,No,6,Yes,High School,Is dead,No answer,ABSTENCION
200,Male,3,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,,No,4,Yes,University,Yes,High School,CONDON
201,Male,1,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,4,Yes,High School,Yes,Elementary School,CONDON
202,Male,3,Yes,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,6,Yes,High School,Yes,High School,CONDON
203,Male,1,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,4,Yes,Elementary School,Yes,Elementary School,CONDON
204,Male,6,No,Yes,More than 10 people,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,No,4,Yes,High School,Yes,Elementary School,ABSTENCION
205,Male,1,I don't know,Yes,2-5 people,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,No,3,No,High School,Yes,University,PASTILLAS ANTICONCEPTIVAS
206,Female,I don't know,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,6,Yes,College,Is dead,No answer,CONDON
207,Female,3,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,No,3,Yes,High School,No,Elementary School,PILDORA DE EMERGENCIA
208,Male,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,3,Yes,High School,Is dead,No answer,CONDON
209,Female,3,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,,No,4,Yes,High School,Yes,High School,PLANIFICAR
210,Female,1,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,,No,8,Yes,Elementary School,Yes,Elementary School,CONDON
211,Female,3,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,,No,10,Yes,Elementary School,Yes,Elementary School,ABSTENCION
212,Female,3,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,No,6,Yes,College,Yes,Elementary School,ABSTENCION
213,Female,3,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,UN DISPOSITIVO INCORPORADO (T),No,4,Yes,Postgraduate,Yes,University,ABSTENCION
214,Female,3,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,,No,14,Yes,High School,No,Elementary School,INYECCION
216,Female,I don't know,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,,No,24,Yes,Elementary School,Yes,Elementary School,CONDON
217,Male,3,I don't know,Yes,2-5 people,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,NO TENER SEXO,No,35,Yes,Elementary School,Yes,Elementary School,CONDON
218,Male,3,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,9,No,Elementary School,I don't have any,Elementary School,CONDON
220,Female,I don't know,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,No,4,Yes,High School,Yes,High School,PASTILLAS ANTICONCEPTIVAS
221,Female,2,No,Yes,1 person,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,,No,6,Yes,Elementary School,Yes,Elementary School,INYECCION
222,Female,3,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,,No,11,Yes,High School,Yes,Elementary School,CONDON
223,Male,1,No,No,For the last six months I have not had sexual relations,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,,No,4,Yes,Elementary School,Yes,College,CONDON
224,Female,1,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,,No,5,Yes,Elementary School,Yes,Elementary School,CONDON
225,Female,3,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,DISPOSITIVO,No,7,Yes,Elementary School,Yes,Elementary School,OPERACION
227,Female,3,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,2,Is dead,No answer,Yes,Elementary School,CONDON
228,Male,1,Yes,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,,No,7,Yes,Elementary School,Yes,Elementary School,CONDON
229,Female,2,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,No,3,Yes,High School,Yes,High School,ABSTENCION
230,Male,2,Yes,Yes,1 person,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,,No,4,Yes,Elementary School,Yes,Elementary School,CONDON
231,Male,3,No,Yes,For the last six months I have not had sexual relations,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,,No,9,I don't have any,No answer,I don't have any,No answer,CONDON
232,Female,3,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,8,Yes,Elementary School,Yes,High School,METODOS ANTICONCEPTIVOS
233,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,10,Yes,High School,Yes,Elementary School,CONDON
234,Female,3,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,,No,3,Yes,College,No,College,ABSTENCION
235,Male,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,999,Yes,High School,Yes,High School,CONDON
236,Female,3,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,DISPOSITIVO,No,4,Yes,High School,Yes,Elementary School,OPERACION
237,Female,3,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,,No,5,Yes,High School,Yes,University,PASTILLAS ANTICONCEPTIVAS
238,Female,2,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,CONDON,No,4,Yes,Elementary School,Yes,High School,CONDON
239,Male,1,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,,No,4,Yes,Elementary School,Yes,High School,CONDON
240,Female,3,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,,No,5,Yes,High School,No,High School,PASTILLAS ANTICONCEPTIVAS
241,Female,3,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,5,Yes,College,Yes,College,CONDON
242,Female,1,I don't know,Yes,1 person,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,,No,4,Yes,High School,Yes,High School,CONDON
243,Male,3,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,,No,3,Invalid answer,College,Yes,College,CONDON
244,Female,1,No,Yes,1 person,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,,No,4,Yes,High School,Yes,Elementary School,CONDON
245,Female,3,I don't know,No,I have never had sexual relations,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,,No,5,Yes,College,Yes,High School,PASTILLAS ANTICONCEPTIVAS
246,Male,1,Yes,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,,No,3,Yes,Elementary School,Yes,High School,ABSTENCION
247,Female,I don't know,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,7,Yes,Elementary School,Yes,Elementary School,CONDON
248,Female,3,No,Yes,1 person,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,,No,3,Yes,Elementary School,Yes,High School,INYECCION
249,Male,I don't know,Yes,Yes,2-5 people,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,,No,4,Yes,None,Yes,None,CONDON
250,Male,2,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,3,Yes,Elementary School,Yes,Elementary School,CONDON
251,Female,2,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,,Yes,6,Yes,Elementary School,Is dead,High School,CONDON
252,Male,2,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,,No,7,Yes,High School,Yes,High School,CONDON
253,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,,No,6,Yes,High School,No,Elementary School,CONDON
254,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,Yes,8,Yes,Elementary School,I don't have any,None,CONDON
255,Female,3,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,,No,7,Yes,Elementary School,Yes,High School,CONDON
256,Male,2,Yes,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,,No,4,Yes,Elementary School,Yes,Elementary School,CONDON
257,Male,2,Yes,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,LA VASECTOMIA Y LA LIGADURA DE TROMPAS,No,7,Yes,Elementary School,Is dead,Elementary School,DISPOSITIVO INTRAUTERINO
259,Male,2,Yes,Yes,2-5 people,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No,,No,7,No,High School,Yes,High School,CONDON
260,Male,1,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,5,Yes,Elementary School,Yes,High School,CONDON
261,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,,No,3,No,Elementary School,No,High School,CONDON
262,Female,1,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,,No,7,Yes,Elementary School,No,Elementary School,CONDON
263,Male,I don't know,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,,No,8,Yes,Elementary School,No,High School,INYECCION
264,Male,I don't know,Yes,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,,No,2,Yes,None,Yes,High School,CONDON
265,Female,2,No,Yes,1 person,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,,No,4,Yes,High School,No,High School,INYECCION
266,Male,2,No,Yes,For the last six months I have not had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,4,Yes,High School,Yes,High School,CONDON
267,Female,1,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,,No,5,Yes,Elementary School,Yes,None,ABSTENCION
268,Male,2,I don't know,Yes,1 person,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,5,Yes,High School,Yes,Elementary School,CONDON
269,Male,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,,No,6,Yes,Elementary School,No,High School,LIGADURA DE TROMPAS
270,Male,1,No,Yes,1 person,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,8,Yes,High School,Yes,Elementary School,ABSTENCION
271,Female,I don't know,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,,No,8,No,Elementary School,No,Elementary School,CONDON
272,Female,No answer,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,6,Yes,High School,Yes,High School,OPERACION
273,Male,3,No,Yes,1 person,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,,No,6,Yes,Elementary School,Yes,Elementary School,PASTILLAS ANTICONCEPTIVAS
274,Male,3,Yes,Yes,2-5 people,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,,No,5,Yes,No answer,Yes,Elementary School,PASTILLAS ANTICONCEPTIVAS
275,Male,I don't know,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,,No,4,Yes,High School,Yes,Elementary School,CUIDARSE
276,Male,1,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,,No,5,Yes,Elementary School,Yes,Elementary School,CONDON
277,Female,2,I don't know,Yes,1 person,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No,No,No,No,Yes,No,No,No,No,,No,5,Yes,Elementary School,Yes,Elementary School,ABSTENCION
278,Female,2,I don't know,Yes,1 person,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,,No,8,Yes,Elementary School,Yes,Elementary School,INYECCION
279,Male,2,I don't know,No,For the last six months I have not had sexual relations,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,,No,3,Yes,Elementary School,Yes,Elementary School,CONDON
280,Male,2,Yes,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,11,Yes,Elementary School,Yes,Elementary School,CONDON
281,Female,2,I don't know,Yes,1 person,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No,No,No,No,Yes,No,No,No,No,,No,5,Yes,Elementary School,Yes,None,CONDON
282,Male,No answer,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,5,Yes,High School,Yes,University,CONDON
283,Male,2,Yes,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,,No,6,Yes,High School,No,High School,CONDON
285,Female,4,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,5,Yes,Elementary School,Yes,Elementary School,CONDON
286,Male,2,I don't know,Yes,For the last six months I have not had sexual relations,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,,No,9,Yes,Elementary School,No,Elementary School,CONDON
287,Male,2,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Invalid answer,CUIDARSE MUCHO IR AL MEDICO,No,5,Yes,No answer,No,No answer,CUIDARSE
288,Male,I don't know,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,T DE COBRE,No,8,Yes,Elementary School,Yes,Elementary School,CONDON
289,Female,2,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,4,Yes,High School,No,High School,CONDON
290,Female,2,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,,No,3,Yes,Elementary School,Yes,Elementary School,CONDON
291,Female,1,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,,No,3,Yes,High School,I don't have any,College,ABSTENCION
292,Female,1,No answer,Yes,1 person,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,,No,5,Yes,No answer,Is dead,No answer,CONDON
293,Female,1,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,,No,9,Is dead,No answer,I don't have any,No answer,CONDON
294,Female,1,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,,No,8,Yes,Elementary School,Yes,Elementary School,CONDON
295,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,,No,5,Yes,High School,Yes,Postgraduate,ABSTENCION
296,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,,No,3,Yes,Elementary School,Yes,Elementary School,CONDON
298,Female,1,Yes,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,,No,7,Yes,Elementary School,No,Elementary School,PASTILLAS ANTICONCEPTIVAS
299,Male,2,Yes,Yes,I don't know,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,,No,3,Yes,Elementary School,Yes,High School,CONDON
300,Male,2,I don't know,Yes,2-5 people,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,,No,4,Yes,High School,Yes,High School,CONDON
301,Male,No answer,Yes,Yes,1 person,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,Yes,5,Yes,University,Yes,High School,CONDON
302,Female,2,No answer,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,,No,3,Yes,Elementary School,Is dead,High School,CONDON
303,Female,2,Yes,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,,No,5,Yes,Postgraduate,Yes,Postgraduate,INYECCION
